Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
1305317801894736,2013-08-01,1375327779,Charged,ef65l,1000points,com.uangel.sazoodotcom,inapp,sazoo_1000,KRW,"1,000.00",0.00,"1,000.00",이,경기도,486-585,KR
1311353805689257,2013-08-01,1375327781,Charged,ef65l,1000points,com.uangel.sazoodotcom,inapp,sazoo_1000,KRW,"1,000.00",0.00,"1,000.00",이,경기도,486-585,KR
1361810161654405,2013-08-01,1375327785,Charged,SHV-E160S,250별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_250star,KRW,"5,000.00",0.00,"5,000.00",달서구달서구,대구광역시,704-785,KR
1366565692148369,2013-08-01,1375327840,Charged,ef65l,1000points,com.uangel.sazoodotcom,inapp,sazoo_1000,KRW,"1,000.00",0.00,"1,000.00",이,경기도,486-585,KR
1324720232042983,2013-08-01,1375328442,Charged,ef51s,TOMO_sam_우리아이필수명작1,com.uangel.corona.bestFairyTale,inapp,com.uangel.tomokids_sensationwisdom_pack1,KRW,"12,000.00",0.00,"12,000.00",경남,경남,630-856,KR
1321650617127345,2013-08-01,1375332890,Charged,d1lkt,1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_1000,KRW,"1,000.00",0.00,"1,000.00",서초구,서울,137-030,KR
1377775356082063,2013-08-01,1375333373,Charged,SHV-E160K,TOMO_sam_수학왕코코몽_full_pack,com.uangel.tomokidscocomMath,inapp,com.uangel.tomokids_cocom_math_fullpack,KRW,"14,000.00",0.00,"14,000.00",금정구,부산,609-400,KR
1304527444521960,2013-08-01,1375334463,Charged,SHW-M250S,TOMO_lorentz_첫동화놀이2,com.uangel.tomokidsfirstStory,inapp,com.uangel.tomokids_firststory_pack2,KRW,"6,000.00",0.00,"6,000.00",경남,경남,660-761,KR
1312113720244361,2013-08-01,1375335314,Charged,SHV-E160S,TOMO_KTH_안녕자두야_시즌1-1,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_pack1_1,KRW,"8,900.00",0.00,"8,900.00",서울,서울,158-775,KR
1329985751207939,2013-08-01,1375335725,Charged,c1lgt,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",광주,광주,503-835,KR
1316295320802107,2013-08-01,1375336325,Charged,SHV-E160K,TOMO_efuture_파닉스최강자1_11-20편,com.uangel.corona.littlephonicsOneNew,inapp,com.uangel.tomokids_efuture_phonics2_pack,KRW,"12,000.00",0.00,"12,000.00",부천시,경기,420-833,KR
1396672631510373,2013-08-01,1375336975,Charged,c1skt,TOMO_sam_수학왕코코몽_pack1,com.uangel.tomokidscocomMath,inapp,com.uangel.tomokids_cocom_math_pack1,KRW,"9,900.00",0.00,"9,900.00",경기,경기,415-759,KR
1306692460337129,2013-08-01,1375337935,Charged,SHV-E160S,1000 포인트,com.uangel.fortunefriend,inapp,fortunebuddy_1000,KRW,"1,000.00",0.00,"1,000.00",서울,서울,142-718,KR
1302470568914846,2013-08-01,1375338197,Charged,baffinltektt,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",중구,서울,100-859,KR
1301570196218383,2013-08-01,1375338686,Charged,t0ltektt,250별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_250star,KRW,"5,000.00",0.00,"5,000.00",평택시,경기,450-827,KR
1387565629816318,2013-08-01,1375339412,Charged,c1lgt,TOMO_efuture_파닉스최강자1_11-20편,com.uangel.corona.littlephonicsOneNew,inapp,com.uangel.tomokids_efuture_phonics2_pack,KRW,"12,000.00",0.00,"12,000.00",경기,경기,426-706,KR
1316821406278628,2013-08-01,1375339927,Charged,t0lteskt,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",부산 남구 대연3동 삼익그린타운 105동2501호,부산광역시,608-777,KR
1384379002126767,2013-08-01,1375339978,Charged,SHV-E160K,10000+5000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_10000,KRW,"10,000.00",0.00,"10,000.00",고양시,경기,412-270,KR
1323242233054752,2013-08-01,1375340700,Charged,d1lu,90일 무제한 통화권,com.uangel.ppoyo,inapp,ppoyo_3month_free,KRW,"9,000.00",0.00,"9,000.00",대구,대구,706-935,KR
1313066755828305,2013-08-01,1375340767,Charged,d1lu,1년 무제한 통화권,com.uangel.ppoyo,inapp,ppoyo_1year_free,KRW,"30,000.00",0.00,"30,000.00",대구,대구,706-935,KR
1332874068863040,2013-08-01,1375341822,Charged,t0lteskt,마이토킹베이비 HD,com.uangel.app.mytalkingbaby.hd.play,paidapp,,KRW,"2,000.00",0.00,"2,000.00",대구,대구,702-260,KR
1364459405001420,2013-08-01,1375342407,Charged,d1lu,500별+50별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_550star,KRW,"10,000.00",0.00,"10,000.00",대구,대구,706-935,KR
1323530530886793,2013-08-01,1375342539,Charged,jaltektt,1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_1000,KRW,"1,000.00",0.00,"1,000.00",김포시,경기,415-777,KR
1344404755942519,2013-08-01,1375342540,Charged,jaltektt,1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_1000,KRW,"1,000.00",0.00,"1,000.00",김포시,경기,415-777,KR
1310518740634870,2013-08-01,1375342732,Charged,d1lu,1000별+150별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_1150star,KRW,"20,000.00",0.00,"20,000.00",대구,대구,706-935,KR
1309127912616699,2013-08-01,1375342732,Charged,d1lu,1년 무제한 통화권,com.uangel.ppoyo,inapp,ppoyo_1year_free,KRW,"30,000.00",0.00,"30,000.00",대구,대구,706-935,KR
1318969712136879,2013-08-01,1375345088,Charged,vu2sk,500별+50별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_550star,USD,8.90,0.00,8.90,광주시광산구,광주광역시,506-708,KR
1338416998689549,2013-08-01,1375345923,Charged,t0lteskt,5000+1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_5000,KRW,"5,000.00",0.00,"5,000.00",부산,부산,612-734,KR
1300031232171903,2013-08-01,1375346529,Charged,IM-A840SP,TOMO_olive_따개비루TV part1,com.uangel.corona.cocomontv,inapp,com.uangel.tomokids_lou_tv_part1,KRW,"8,400.00",0.00,"8,400.00",대구,대구,706-853,KR
1338442925760922,2013-08-01,1375346543,Charged,SHV-E120L,5000+1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_5000,KRW,"5,000.00",0.00,"5,000.00",서울,서울,132-908,KR
1393638089788079,2013-08-01,1375346801,Charged,SHW-M110S,TOMO_efuture_스마트파닉스_4종Pack3,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_efuture_smartphonics_4pack3,KRW,"6,000.00",0.00,"6,000.00",경기,경기,463-020,KR
1331248842684630,2013-08-01,1375348608,Charged,geefhd,TOMO_sam_우리아이필수명작1,com.uangel.corona.bestFairyTale,inapp,com.uangel.tomokids_sensationwisdom_pack1,KRW,"12,000.00",0.00,"12,000.00",용인시,경기,446-911,KR
1318506248865225,2013-08-01,1375349868,Charged,c1skt,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",전남,전남,520-753,KR
1330522872249582,2013-08-01,1375349925,Charged,c1ktt,TOMO_safari_어린이동요116_1,com.uangel.corona.bestSong,inapp,com.uangel.tomokids_childmusic_pack1,KRW,"4,800.00",0.00,"4,800.00",전주시,전북,561-787,KR
1313559288255953,2013-08-01,1375349968,Charged,t0lteskt,90일 무제한 통화권,com.uangel.ppoyo,inapp,ppoyo_3month_free,USD,8.02,0.00,8.02,평택시,경기도,459-120,KR
1376832468984180,2013-08-01,1375350430,Charged,d1lsk,500별+50별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_550star,KRW,"10,000.00",0.00,"10,000.00",경남,경남,630-790,KR
1359567132002205,2013-08-01,1375350462,Charged,SHW-M340S,말랑이2_아이템슬롯,com.sunfinity.jelly2,inapp,com.uangel.jelly.google.item7,KRW,"6,000.00",0.00,"6,000.00",전북,전북,580-803,KR
1396962924043009,2013-08-01,1375352343,Charged,c1lgt,TOMO_sam_우리아이필수명작1,com.uangel.corona.bestFairyTale,inapp,com.uangel.tomokids_sensationwisdom_pack1,KRW,"12,000.00",0.00,"12,000.00",경기,경기,445-360,KR
1304634559086068,2013-08-01,1375352575,Charged,t0lteatt,TOMO_safari_어린이동요116_1,com.uangel.corona.bestSong,inapp,com.uangel.tomokids_childmusic_pack1,KRW,"4,800.00",0.00,"4,800.00",경북,경북,730-320,KR
1327569547290769,2013-08-01,1375352740,Charged,c1lgt,TOMO_sam_olive_수학왕코코몽1단계_수세기5,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_cocomon_math_number5,KRW,"2,400.00",0.00,"2,400.00",광주,광주,502-242,KR
1346360747487149,2013-08-01,1375353198,Charged,grouper,TOMO_safari_어린이동요116_1,com.uangel.corona.bestSong,inapp,com.uangel.tomokids_childmusic_pack1,USD,4.28,0.00,4.28,성남,경기도,463-708,KR
1316491295986432,2013-08-01,1375354772,Charged,SHV-E160S,1500별+500별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_2000star,KRW,"30,000.00",0.00,"30,000.00",경기,경기,462-811,KR
1395233899004215,2013-08-01,1375354830,Charged,SHV-E160S,180일 무제한 통화권,com.uangel.ppoyo,inapp,ppoyo_6month_free,KRW,"15,000.00",0.00,"15,000.00",경기,경기,462-811,KR
1390397077761823,2013-08-01,1375354998,Charged,geehrc,TOMO_efuture_파닉스최강자1_11-20편,com.uangel.corona.littlephonicsOneNew,inapp,com.uangel.tomokids_efuture_phonics2_pack,KRW,"12,000.00",0.00,"12,000.00",남동구,인천,405-890,KR
1309417729039148,2013-08-01,1375355805,Charged,d1lu,마이토킹베이비,com.uangel.app.mytalkingbaby.play,paidapp,,KRW,"2,000.00",0.00,"2,000.00",울산,울산,682-757,KR
1380733620162303,2013-08-01,1375356829,Charged,t0lteskt,180일 무제한 통화권,com.uangel.ppoyo,inapp,ppoyo_6month_free,USD,13.39,0.00,13.39,동대문구,서울특별시,130-062,KR
1330991406890775,2013-08-01,1375356965,Charged,SHV-E160K,TOMO_KTH_안녕자두야_시즌1-1,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_pack1_1,KRW,"8,900.00",0.00,"8,900.00",부천시,경기,420-822,KR
1376751059836330,2013-08-01,1375357948,Charged,jaltektt,2000+200 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_2000,KRW,"2,000.00",0.00,"2,000.00",청주시,충북,360-704,KR
1303283124361773,2013-08-01,1375358095,Charged,SHV-E120L,3000+500 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_3000,KRW,"3,000.00",0.00,"3,000.00",서울,서울,132-908,KR
1357366104509277,2013-08-01,1375358873,Charged,t0lteskt,500별+50별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_550star,KRW,"10,000.00",0.00,"10,000.00",연동,연동,000-000,KR
1351294557905948,2013-08-01,1375358876,Charged,t0lteskt,1500별+500별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_2000star,KRW,"30,000.00",0.00,"30,000.00",연동,연동,000-000,KR
1367563977980078,2013-08-01,1375359062,Charged,SHW-M250L,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",경기,경기,480-022,KR
1378004134897598,2013-08-01,1375360340,Charged,SHW-M380S,TOMO_clabbi_한글놀이_pack2,com.uangel.tomokidsclabbiWord,inapp,com.uangel.tomokids_clabbi_word_pack2,USD,5.35,0.00,5.35,유성구,대전광역시,305-808,KR
1311963358295955,2013-08-01,1375361779,Charged,t0lteskt,5000+1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_5000,KRW,"5,000.00",0.00,"5,000.00",서울,서울,137-953,KR
1304764404399116,2013-08-01,1375364031,Charged,t0ltektt,TOMO_KTH_빼꼼_시즌1-1,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_pack1_1,KRW,"6,000.00",0.00,"6,000.00",창원시,경남,641-837,KR
1317302728947728,2013-08-01,1375365452,Charged,SHW-M250S,TOMO_olive_Hello_코코몽,com.uangel.corona.cocomontv,inapp,com.uangel.tomokids_cocomongtv_hello,USD,8.54,0.00,8.54,고양시,경기도,410-382,KR
1341666202991151,2013-08-01,1375365472,Charged,ef51l,마이토킹베이비,com.uangel.app.mytalkingbaby.play,paidapp,,KRW,"2,000.00",0.00,"2,000.00",경북,경북,791-946,KR
1319057386102004,2013-08-01,1375365946,Charged,c1lgt,TOMO_sam_olive_수학왕코코몽1단계_수세기2,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_cocomon_math_number2,KRW,"2,400.00",0.00,"2,400.00",광주,광주,502-242,KR
1394074495972730,2013-08-01,1375366141,Charged,c1skt,TOMO_KTH_안녕자두야_시즌1-1,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_pack1_1,USD,7.92,0.00,7.92,울산시북구양정동,울산광역시,683-753,KR
1316681500083707,2013-08-01,1375366707,Charged,t0lteskt,90일 무제한 통화권,com.uangel.ppoyo,inapp,ppoyo_3month_free,KRW,"9,000.00",0.00,"9,000.00",예산군,충청남도,340-861,KR
1325210986632560,2013-08-01,1375366934,Charged,c1ktt,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",아산시,충남,336-730,KR
1309575051996951,2013-08-01,1375367895,Charged,d1lu,마이토킹베이비,com.uangel.app.mytalkingbaby.play,paidapp,,KRW,"2,000.00",0.00,"2,000.00",울산,울산,682-757,KR
1382277133964077,2013-08-01,1375368664,Charged,ef50l,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",대구,대구,702-795,KR
1363725432058133,2013-08-01,1375369333,Charged,c1skt,500별+50별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_550star,KRW,"10,000.00",0.00,"10,000.00",제주,제주,690-828,KR
1348883835177298,2013-08-01,1375370228,Charged,ef35l,TOMO_sam_수학왕코코몽_pack1,com.uangel.tomokidscocomMath,inapp,com.uangel.tomokids_cocom_math_pack1,KRW,"9,900.00",0.00,"9,900.00",전북,전북,565-902,KR
1302745572399931,2013-08-01,1375370500,Charged,SHV-E160K,영어유치원-리틀파닉스1단계 by ToMoKiDS,com.uangel.corona.littlephonicsOne,paidapp,,KRW,"9,900.00",0.00,"9,900.00",해운대구,부산,612-010,KR
1301062161435857,2013-08-01,1375370687,Charged,t0ltektt,TOMO_KTH_빼꼼_시즌1_fullpack,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_fullpack,KRW,"15,500.00",0.00,"15,500.00",창원시,경남,641-837,KR
1364206709289840,2013-08-01,1375371171,Charged,vu2sk,3500 포인트,com.uangel.fortunefriend,inapp,fortunebuddy_3000,KRW,"3,000.00",0.00,"3,000.00",대구,대구,705-036,KR
1351832012711498,2013-08-01,1375373278,Charged,t0ltektt,5000+1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_5000,KRW,"5,000.00",0.00,"5,000.00",예산군,충남,340-754,KR
1317330671422049,2013-08-01,1375373426,Charged,SHV-E120K,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",중구,서울,100-456,KR
1370405416840089,2013-08-01,1375374239,Charged,SHV-E160K,1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_1000,KRW,"1,000.00",0.00,"1,000.00",청주시,충북,360-712,KR
1325930282370969,2013-08-01,1375374248,Charged,SHW-M250L,2000+200points,com.uangel.sazoodotcom,inapp,sazoo_2000,KRW,"2,000.00",0.00,"2,000.00",경기,경기,423-752,KR
1376163302025378,2013-08-01,1375374373,Charged,SHW-M250L,2000+200points,com.uangel.sazoodotcom,inapp,sazoo_2000,KRW,"2,000.00",0.00,"2,000.00",경기,경기,423-752,KR
1339578474746449,2013-08-01,1375374572,Charged,t0ltelgt,TOMO_KTH_빼꼼_시즌1-1,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_pack1_1,KRW,"6,000.00",0.00,"6,000.00",경남,경남,631-110,KR
1383245551526351,2013-08-01,1375375764,Charged,jalteskt,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",인천,인천,406-050,KR
1349872964271992,2013-08-01,1375376365,Charged,c1skt,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",경남,경남,642-750,KR
1382531500929536,2013-08-01,1375376393,Charged,vu2u,TOMO_olive_따개비루TV Full Pack,com.uangel.corona.cocomontv,inapp,com.uangel.tomokids_lou_tv_fullpack,KRW,"12,000.00",0.00,"12,000.00",경기,경기,423-800,KR
1371781117735152,2013-08-01,1375376670,Charged,c1skt,TOMO_olive_따개비루TV part1,com.uangel.corona.cocomontv,inapp,com.uangel.tomokids_lou_tv_part1,KRW,"8,400.00",0.00,"8,400.00",경남,경남,630-809,KR
1399228056883613,2013-08-01,1375376774,Charged,c1skt,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",충남,충남,331-807,KR
1362952327006789,2013-08-01,1375378648,Charged,vu2sk,나인맞고S(HD)_50코인,com.uangel.SMatgo.googleHD,inapp,com.uangel.ninematgoshdd.google.item0,KRW,"2,500.00",0.00,"2,500.00",서울,서울,136-818,KR
1320966976214042,2013-08-01,1375378950,Charged,SO-04E,マイ・トーキング・ベイビー,com.uangel.app.mytalkingbaby.play,paidapp,,JPY,143.00,0.00,143.00,,,8090037,JP
1370827965053551,2013-08-01,1375379895,Charged,vu2kt,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",청원군,충북,363-941,KR
1311681037622728,2013-08-01,1375380551,Charged,m0skt,5000+1000points,com.uangel.sazoodotcom,inapp,sazoo_5000,KRW,"5,000.00",0.00,"5,000.00",부산,부산,607-842,KR
1336429862719470,2013-08-01,1375380694,Charged,geefhd,TOMO_olive_코코몽TV시즌1,com.uangel.corona.cocomontv,inapp,com.uangel.tomokids_cocomongtv_season1,KRW,"8,400.00",0.00,"8,400.00",서초구,서울,137-070,KR
1366102629434663,2013-08-01,1375380701,Charged,c1skt,TOMO_KTH_빼꼼_시즌1_fullpack,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_fullpack,KRW,"15,500.00",0.00,"15,500.00",서울,서울,138-891,KR
1368089438380141,2013-08-01,1375380775,Charged,SHV-E160S,1500별+500별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_2000star,KRW,"30,000.00",0.00,"30,000.00",충남,충남,336-862,KR
1364730683421962,2013-08-01,1375380925,Charged,SHV-E160S,1000별+150별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_1150star,KRW,"20,000.00",0.00,"20,000.00",충남,충남,336-862,KR
1317163438419674,2013-08-01,1375381159,Charged,t0ltektt,1500별+500별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_2000star,USD,26.72,0.00,26.72,당진,충남,343-811,KR
1388518435999792,2013-08-01,1375381567,Charged,i_u,30000+20000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_30000,KRW,"30,000.00",0.00,"30,000.00",경기,경기,467-760,KR
1313253997958280,2013-08-01,1375381645,Charged,SHV-E160K,TOMO_KTH_빼꼼_시즌1-1,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_pack1_1,USD,5.34,0.00,5.34,광명시,경기도,423-806,KR
1380001122303930,2013-08-01,1375381836,Charged,SHV-E160K,250별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_250star,KRW,"5,000.00",0.00,"5,000.00",태백시,강원,235-719,KR
1373595435053507,2013-08-01,1375382524,Charged,t0lteskt,TOMO_efuture_우리아이필수명작2,com.uangel.corona.bestFairyTale,inapp,com.uangel.tomokids_sensationwisdom_pack2,KRW,"14,000.00",0.00,"14,000.00",제주,제주,690-822,KR
1337849051990779,2013-08-01,1375382655,Charged,m0skt,10000+5000points,com.uangel.sazoodotcom,inapp,sazoo_10000,KRW,"10,000.00",0.00,"10,000.00",부산,부산,607-842,KR
1349735895050672,2013-08-01,1375382790,Charged,c1ktt,TOMO_olive_코코몽TV시즌1,com.uangel.corona.cocomontv,inapp,com.uangel.tomokids_cocomongtv_season1,KRW,"8,400.00",0.00,"8,400.00",남구,대구,705-817,KR
1399232330621883,2013-08-01,1375383512,Charged,geefhd,TOMO_sam_우리아이필수명작1,com.uangel.corona.bestFairyTale,inapp,com.uangel.tomokids_sensationwisdom_pack1,KRW,"12,000.00",0.00,"12,000.00",안산시,경기,426-823,KR
1371875809272021,2013-08-01,1375384350,Charged,c1skt,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,USD,21.37,0.00,21.37,부천시원미구내동366-2,경기도,421-807,KR
1334988690739687,2013-08-01,1375384756,Charged,SHV-E160L,TOMO_efuture_파닉스최강자1_11-20편,com.uangel.corona.littlephonicsOneNew,inapp,com.uangel.tomokids_efuture_phonics2_pack,KRW,"12,000.00",0.00,"12,000.00",대전,대전,305-330,KR
1305906131894553,2013-08-01,1375385279,Charged,SHV-E160L,TOMO_efuture_파닉스최강자1_1-10편,com.uangel.corona.littlephonicsOneNew,inapp,com.uangel.tomokids_efuture_phonics1_pack,KRW,"9,900.00",0.00,"9,900.00",대전,대전,305-330,KR
1344870763525202,2013-08-01,1375385683,Charged,ef48s,1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_1000,KRW,"1,000.00",0.00,"1,000.00",남양주시,경기도,472-848,KR
1303682944610703,2013-08-01,1375385856,Charged,SHV-E160S,TOMO_KTH_빼꼼_시즌1_fullpack,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_fullpack,KRW,"15,500.00",0.00,"15,500.00",경남,경남,626-814,KR
1340790002941142,2013-08-01,1375385867,Charged,ef48s,1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_1000,KRW,"1,000.00",0.00,"1,000.00",남양주시,경기도,472-848,KR
1353290267095715,2013-08-01,1375386548,Charged,SHW-M250S,TOMO_sam_우리아이필수명작1,com.uangel.corona.bestFairyTale,inapp,com.uangel.tomokids_sensationwisdom_pack1,KRW,"12,000.00",0.00,"12,000.00",경기,경기,445-170,KR
1374296565050173,2013-08-01,1375387535,Charged,c1skt,TOMO_sam_옛날에살던공룡,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_sam_dragon,KRW,"3,600.00",0.00,"3,600.00",울산,울산광역시,683-380,KR
1300386856792100,2013-08-01,1375387726,Charged,geehrc,TOMO_KTH_안녕자두야_시즌1-4,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_pack1_4,KRW,"8,900.00",0.00,"8,900.00",경기,경기,426-854,KR
1380160319042580,2013-08-01,1375389988,Charged,geefhd4g,TOMO_moon_문단열토크송패키지,com.uangel.tomokidsmoonPack,inapp,com.uangel.tomokids_moon_talksong_pack,KRW,"24,000.00",0.00,"24,000.00",경기,경기,441-880,KR
1362666514717531,2013-08-01,1375393568,Charged,c1skt,50000 포인트,com.uangel.fortunefriend,inapp,fortunebuddy_30000,USD,27.61,0.00,27.61,,,94141,US
